"";"year";"length";"budget";"rating";"Genre";"Genre_bin"
"630";1974;153;NA;6,6;"Romance";1
"631";1992;173;NA;9,2;"Drama";1
"632";1994;55;NA;5;"Drama";1
"633";1954;146;NA;7,2;"Romance";1
"634";1984;74;NA;2,2;"Drama";1
"635";1999;96;NA;5,6;"Drama";1
"636";1975;99;NA;5,7;"Drama";1
"637";1975;99;NA;5,7;"Romance";1
"638";2001;160;NA;3,7;"Action";1
"639";2001;160;NA;3,7;"Comedy";1
"640";2001;160;NA;3,7;"Drama";1
"641";1990;152;NA;5,6;"Drama";1
"642";1990;152;NA;5,6;"Romance";1
"643";1968;146;NA;8,6;"Drama";1
"644";1994;155;NA;8,6;"Action";1
"645";1999;93;NA;7,1;"Action";1
"646";1999;93;NA;7,1;"Drama";1
"647";2001;95;NA;5,9;"Action";1
"648";1997;81;NA;7,1;"Action";1
"649";1997;81;NA;7,1;"Drama";1
"650";2001;90;NA;7,9;"Comedy";1
"651";2003;90;NA;6,2;"Comedy";1
"652";2003;90;NA;6,2;"Drama";1
"653";2002;99;25000000;4,7;"Drama";1
"654";1945;103;NA;6,2;"Drama";1
"655";2003;123;NA;5,5;"Drama";1
"656";1965;92;NA;5,5;"Drama";1
"657";1988;95;NA;5,5;"Comedy";1
"658";1988;95;NA;5,5;"Drama";1
"659";1989;85;NA;2,2;"Comedy";1
"660";1989;85;NA;2,2;"Drama";1
"661";1991;88;NA;2,1;"Drama";1
"662";1946;90;NA;7;"Drama";1
"663";1998;80;NA;3,9;"Comedy";1
"664";1953;81;754000;5,2;"Comedy";1
"665";1952;75;450000;5,3;"Comedy";1
"666";1953;80;NA;6;"Comedy";1
"667";1951;86;NA;6,2;"Comedy";1
"668";1955;85;NA;5,7;"Comedy";1
"669";1949;88;NA;6;"Comedy";1
"670";1955;83;NA;5,7;"Comedy";1
"671";1945;85;NA;5,7;"Comedy";1
"672";1950;85;NA;5,7;"Comedy";1
"673";1991;96;NA;5;"Comedy";1
"674";1996;95;NA;5,8;"Comedy";1
"675";1974;103;NA;5,7;"Drama";1
"676";1986;87;NA;4,9;"Drama";1
"677";1994;2;NA;3,2;"Animation";1
"678";1994;92;NA;3,1;"Action";1
"679";1975;95;NA;4,4;"Drama";1
"680";2002;96;NA;6,2;"Comedy";1
"681";2002;96;NA;6,2;"Drama";1
"682";2002;96;NA;6,2;"Romance";1
"683";1984;144;NA;9,1;"Comedy";1
"684";1972;91;NA;4;"Action";1
"685";1972;91;NA;4;"Drama";1
"686";1955;103;NA;4,5;"Comedy";1
"687";1991;89;NA;5,9;"Comedy";1
"688";1940;110;NA;7,6;"Drama";1
"689";1986;100;NA;7,9;"Comedy";1
"690";2003;85;NA;6,5;"Documentary";1
"691";2005;82;NA;7,8;"Documentary";1
"692";1961;90;NA;3;"Comedy";1
"693";1926;66;NA;8,4;"Animation";1
"694";1926;66;NA;8,4;"Romance";1
"695";1965;158;NA;8,3;"Drama";1
"696";1965;158;NA;8,3;"Romance";1
"697";2000;106;6500000;7,3;"Drama";1
"698";1978;97;NA;4,6;"Comedy";1
"699";2004;86;NA;4,5;"Action";1
"700";2004;86;NA;4,5;"Comedy";1
"701";1993;55;NA;6,7;"Comedy";1
"702";1993;55;NA;6,7;"Romance";1
"703";1962;150;NA;6,3;"Drama";1
"704";1946;96;NA;3,2;"Comedy";1
"705";1946;96;NA;3,2;"Drama";1
"706";1999;104;NA;4,9;"Drama";1
"707";2003;109;NA;6,6;"Drama";1
"708";2003;109;NA;6,6;"Romance";1
"709";2001;97;NA;3,6;"Action";1
"710";2001;97;NA;3,6;"Drama";1
"711";2004;87;30000;6,2;"Drama";1
"712";2003;13;6800;9,4;"Drama";1
"713";1961;7;NA;6,9;"Animation";1
"714";1961;7;NA;6,9;"Comedy";1
"715";1996;100;NA;8,4;"Drama";1
"716";2002;84;NA;6,5;"Drama";1
"717";2000;105;NA;6,4;"Comedy";1
"718";2000;105;NA;6,4;"Romance";1
"719";1952;94;NA;5;"Comedy";1
"720";1986;113;NA;5,9;"Comedy";1
"721";1986;113;NA;5,9;"Drama";1
"722";1986;113;NA;5,9;"Romance";1
"723";1954;104;NA;6,5;"Drama";1
"724";1954;104;NA;6,5;"Romance";1
"725";2002;125;30000000;7,3;"Comedy";1
"726";2002;125;30000000;7,3;"Drama";1
"727";2002;101;27000000;7,5;"Comedy";1
"728";2002;101;27000000;7,5;"Drama";1
"729";1998;85;NA;5;"Drama";1
"730";1943;90;NA;6,6;"Drama";1
"731";1995;95;NA;6,4;"Drama";1
"732";2000;92;NA;5,8;"Drama";1
"733";1955;92;NA;6,7;"Drama";1
"734";1952;122;NA;6,6;"Action";1
"735";1952;122;NA;6,6;"Drama";1
"736";2001;91;NA;4,3;"Drama";1
"737";2001;91;NA;4,3;"Romance";1
"738";1999;9;NA;6,5;"Comedy";1
"739";1988;93;NA;5,2;"Action";1
"740";1988;93;NA;5,2;"Drama";1
"741";1994;96;NA;5,8;"Drama";1
"742";2001;81;NA;6,3;"Animation";1
"743";1930;97;NA;5,6;"Drama";1
"744";1990;95;NA;9;"Drama";1
"745";1991;90;NA;3,3;"Action";1
"746";2004;100;NA;7,4;"Comedy";1
"747";1997;117;NA;7,8;"Drama";1
"748";1997;117;NA;7,8;"Romance";1
"749";1944;80;NA;5,8;"Comedy";1
"750";1966;88;NA;7,8;"Comedy";1
"751";1981;116;NA;6,8;"Drama";1
"752";1981;116;NA;6,8;"Romance";1
"753";1961;97;NA;6,5;"Comedy";1
"754";1992;95;NA;5,3;"Drama";1
"755";1992;95;NA;5,3;"Romance";1
"756";1977;7;NA;7,6;"Comedy";1
"757";2003;96;8000000;4,1;"Action";1
"758";2001;105;NA;4,9;"Comedy";1
"759";2001;80;NA;6,3;"Documentary";1
"760";1957;95;NA;6,1;"Comedy";1
"761";1997;91;NA;6,2;"Action";1
"762";1999;72;NA;7,6;"Action";1
"763";1999;72;NA;7,6;"Comedy";1
"764";1999;72;NA;7,6;"Drama";1
"765";1999;72;NA;7,6;"Romance";1
"766";1997;121;50000000;6,4;"Drama";1
"767";1936;70;NA;5,5;"Drama";1
"768";1991;87;NA;7,8;"Documentary";1
"769";1997;13;NA;5,4;"Comedy";1
"770";1997;13;NA;5,4;"Drama";1
"771";1973;88;NA;8;"Drama";1
"772";1999;15;NA;5,3;"Drama";1
"773";1994;30;NA;4,5;"Documentary";1
"774";1969;90;NA;3,9;"Comedy";1
"775";1973;90;NA;3,5;"Comedy";1
"776";1998;147;NA;7,7;"Drama";1
"777";1938;88;NA;6,1;"Drama";1
"778";1983;94;NA;6,8;"Drama";1
"779";1947;7;NA;5,2;"Animation";1
"780";1947;7;NA;5,2;"Comedy";1
"781";2000;104;NA;5,7;"Comedy";1
"782";2000;104;NA;5,7;"Drama";1
"783";1999;107;NA;6,1;"Drama";1
"784";2003;102;NA;7,2;"Documentary";1
"785";1989;171;69500000;7,4;"Action";1
"786";1989;171;69500000;7,4;"Drama";1
"787";1971;75;NA;6;"Documentary";1
"788";1983;88;NA;4,7;"Comedy";1
"789";1954;105;NA;6,2;"Comedy";1
"790";1955;95;NA;6,1;"Drama";1
"791";1961;120;NA;7,6;"Drama";1
"792";1935;77;NA;5,1;"Comedy";1
"793";1935;77;NA;5,1;"Romance";1
"794";1967;105;600000;7,1;"Drama";1
"795";1988;121;NA;6,7;"Drama";1
"796";1988;121;NA;6,7;"Romance";1
"797";1938;62;NA;4,6;"Drama";1
"798";1992;111;NA;6,9;"Drama";1
"799";2001;95;NA;4,1;"Comedy";1
"800";2001;95;NA;4,1;"Romance";1
"801";2004;87;NA;7,4;"Documentary";1
"802";1999;50;5000;6,3;"Action";1
"803";2001;35;NA;7,5;"Comedy";1
"804";2000;18;NA;8,5;"Documentary";1
"805";1996;17;NA;9;"Documentary";1
"806";1949;101;NA;6,9;"Drama";1
"807";1988;111;NA;7,1;"Drama";1
"808";1936;255;NA;6,9;"Action";1
"809";1973;89;NA;5,7;"Drama";1
"810";1976;92;NA;4,7;"Comedy";1
"811";1976;92;NA;4,7;"Drama";1
"812";1994;86;12000000;6,2;"Comedy";1
"813";1995;90;30000000;4,9;"Comedy";1
"814";1951;111;1821052;7,9;"Drama";1
"815";1933;76;NA;5,8;"Drama";1
"816";1921;75;NA;6,7;"Drama";1
"817";1921;75;NA;6,7;"Romance";1
"818";1976;114;NA;6,2;"Action";1
"819";1976;114;NA;6,2;"Drama";1
"820";1992;98;NA;3,2;"Action";1
"821";1961;90;NA;4,9;"Comedy";1
"822";1994;50;NA;7,3;"Drama";1
"823";1981;85;NA;5,1;"Comedy";1
"824";1974;73;NA;4;"Comedy";1
"825";1941;18;NA;8,1;"Comedy";1
"826";2000;90;NA;4,4;"Comedy";1
"827";2000;90;NA;4,4;"Romance";1
"828";1951;90;NA;5,1;"Drama";1
"829";2003;92;NA;4,9;"Comedy";1
"830";2003;92;NA;4,9;"Romance";1
"831";1968;65;NA;3,3;"Drama";1
"832";1998;111;NA;5,8;"Drama";1
"833";2005;72;NA;7,1;"Comedy";1
"834";2003;103;NA;3,9;"Drama";1
"835";1971;94;NA;4,8;"Action";1
"836";1946;8;NA;7,2;"Animation";1
"837";1946;8;NA;7,2;"Comedy";1
"838";1995;125;NA;6,7;"Drama";1
"839";1972;102;NA;6,6;"Drama";1
"840";1973;90;NA;7,3;"Documentary";1
"841";2003;54;NA;7,3;"Documentary";1
"842";1957;103;NA;6,9;"Drama";1
"843";2000;99;NA;5,6;"Drama";1
"844";1995;88;NA;4,3;"Comedy";1
"845";1995;88;NA;4,3;"Drama";1
"846";1995;88;NA;4,3;"Romance";1
"847";1942;97;NA;6,6;"Romance";1
"848";1995;51;NA;6,3;"Drama";1
"849";1991;100;NA;5,4;"Drama";1
"850";1928;86;290000;6,4;"Drama";1
"851";1963;110;NA;5,4;"Drama";1
"852";1949;13;NA;2,5;"Drama";1
"853";1948;91;NA;7,4;"Drama";1
"854";1988;101;NA;4,2;"Action";1
"855";1971;32;NA;6,9;"Documentary";1
"856";1948;82;NA;7,4;"Drama";1
"857";1998;94;NA;3,5;"Action";1
"858";1970;103;NA;5,9;"Drama";1
"859";1986;240;NA;7,3;"Documentary";1
"860";1976;110;NA;5,7;"Drama";1
"861";1974;6;NA;6,5;"Animation";1
"862";2000;103;NA;5,1;"Comedy";1
"863";1980;121;NA;4;"Drama";1
"864";1988;96;NA;4,4;"Action";1
"865";1988;96;NA;4,4;"Comedy";1
"866";1997;5;NA;2,8;"Animation";1
"867";1997;5;NA;2,8;"Comedy";1
"868";1989;10;NA;5,7;"Action";1
"869";1964;6;NA;6,6;"Documentary";1
"870";1989;89;NA;5;"Action";1
"871";1983;15;NA;8,7;"Action";1
"872";1937;83;NA;5,6;"Drama";1
"873";1944;72;NA;6,2;"Drama";1
"874";1943;126;NA;6,8;"Drama";1
"875";1943;126;NA;6,8;"Romance";1
"876";1957;93;NA;4,9;"Action";1
"877";1957;93;NA;4,9;"Drama";1
"878";1974;87;NA;8,6;"Documentary";1
"879";1999;99;NA;3;"Action";1
"880";1963;94;NA;5,1;"Drama";1
"881";1952;82;NA;5,8;"Comedy";1
"882";1952;82;NA;5,8;"Drama";1
"883";2003;60;30000;3,2;"Documentary";1
"884";2003;91;NA;5,6;"Comedy";1
"885";1953;90;NA;6,6;"Comedy";1
"886";1953;90;NA;6,6;"Drama";1
"887";1997;90;3000000;4,6;"Action";1
"888";2001;94;NA;6,2;"Drama";1
"889";1993;98;NA;6,1;"Drama";1
"890";1997;57;NA;4,4;"Documentary";1
"891";1982;102;NA;7,2;"Comedy";1
"892";1961;109;NA;6,6;"Drama";1
"893";2002;112;NA;7,1;"Drama";1
"894";2002;112;NA;7,1;"Romance";1
"895";1987;118;NA;7,1;"Drama";1
"896";2000;7;NA;6,9;"Animation";1
"897";2000;7;NA;6,9;"Drama";1
"898";1991;6;NA;6,8;"Animation";1
"899";1997;4;NA;7;"Animation";1
"900";1997;104;NA;6,6;"Comedy";1
"901";1997;104;NA;6,6;"Drama";1
"902";1997;104;NA;6,6;"Romance";1
"903";2003;99;NA;6,6;"Comedy";1
"904";2003;99;NA;6,6;"Romance";1
"905";2004;83;NA;6,8;"Comedy";1
"906";2004;83;NA;6,8;"Drama";1
"907";1941;81;488000;6,2;"Drama";1
"908";1941;81;488000;6,2;"Romance";1
"909";1949;70;NA;5,8;"Comedy";1
"910";1927;70;NA;1,8;"Comedy";1
"911";1970;100;NA;5,8;"Drama";1
"912";1995;106;NA;6,1;"Comedy";1
"913";1995;106;NA;6,1;"Drama";1
"914";1949;101;NA;7,6;"Comedy";1
"915";1949;101;NA;7,6;"Romance";1
"916";1970;116;NA;5,8;"Drama";1
"917";1947;48;NA;9,4;"Documentary";1
"918";1983;91;NA;2,5;"Romance";1
"919";1994;89;NA;7,2;"Comedy";1
"920";1994;89;NA;7,2;"Romance";1
"921";1966;79;NA;4,5;"Comedy";1
"922";2002;114;19000000;7,9;"Comedy";1
"923";2002;114;19000000;7,9;"Drama";1
"924";1993;94;NA;6,1;"Comedy";1
"925";1991;99;38000000;6,4;"Comedy";1
"926";1997;100;NA;6;"Comedy";1
"927";1997;100;NA;6;"Romance";1
"928";1995;82;NA;5,8;"Drama";1
"929";1969;100;NA;5,6;"Comedy";1
"930";1969;100;NA;5,6;"Drama";1
"931";1978;91;NA;5,9;"Documentary";1
"932";1971;103;NA;5,8;"Drama";1
"933";1971;91;NA;5,2;"Drama";1
"934";1984;85;NA;6;"Drama";1
"935";1944;75;NA;6,2;"Drama";1
"936";1977;32;NA;5,3;"Drama";1
"937";1994;93;NA;6,7;"Drama";1
"938";1996;85;NA;6,3;"Drama";1
"939";1983;130;NA;6,6;"Drama";1
"940";1985;90;NA;6,9;"Drama";1
"941";1985;115;NA;6,4;"Drama";1
"942";1962;106;NA;7,7;"Drama";1
"943";1968;115;NA;6;"Action";1
"944";1999;118;NA;6,5;"Comedy";1
"945";1999;118;NA;6,5;"Drama";1
"946";1975;91;NA;7,2;"Drama";1
"947";1991;102;NA;6,9;"Drama";1
"948";1957;94;NA;6,3;"Comedy";1
"949";1897;1;NA;4,4;"Documentary";1
"950";1899;1;NA;4,1;"Documentary";1
"951";1953;108;NA;5,9;"Drama";1
"952";1950;87;NA;5,4;"Comedy";1
"953";1950;87;NA;5,4;"Romance";1
"954";1932;7;NA;7,4;"Animation";1
"955";1979;90;NA;5,6;"Drama";1
"956";1975;105;NA;4;"Drama";1
"957";1937;87;NA;3,9;"Comedy";1
"958";1972;102;NA;5,2;"Comedy";1
"959";1952;84;NA;4;"Comedy";1
"960";1977;88;NA;6,6;"Drama";1
"961";2002;100;NA;5,4;"Drama";1
"962";1933;88;NA;6,1;"Comedy";1
"963";1933;88;NA;6,1;"Romance";1
"964";1962;105;NA;6;"Comedy";1
"965";1992;108;NA;5,5;"Comedy";1
"966";1996;16;NA;4,5;"Drama";1
"967";1999;112;NA;7,3;"Comedy";1
"968";1996;95;NA;5,7;"Drama";1
"969";1996;88;NA;3,5;"Action";1
"970";2000;97;NA;5,8;"Action";1
"971";2002;40;NA;8,4;"Documentary";1
"972";1960;128;NA;7,2;"Comedy";1
"973";1960;128;NA;7,2;"Drama";1
"974";1966;95;NA;5,6;"Comedy";1
"975";1967;6;NA;4,7;"Animation";1
"976";1967;6;NA;4,7;"Comedy";1
"977";1964;100;NA;5,8;"Comedy";1
"978";1945;135;3500000;5,4;"Comedy";1
"979";1945;135;3500000;5,4;"Drama";1
"980";1945;135;3500000;5,4;"Romance";1
"981";1934;69;NA;4,7;"Drama";1
"982";1949;89;NA;5,3;"Comedy";1
"983";1940;76;NA;6,4;"Drama";1
"984";1936;73;NA;6,4;"Comedy";1
"985";1975;91;NA;5,9;"Comedy";1
"986";1914;14;NA;6,1;"Drama";1
"987";1970;171;NA;4,3;"Drama";1
"988";1987;102;NA;6,3;"Comedy";1
"989";1945;10;NA;6,1;"Documentary";1
"990";2000;41;NA;7,2;"Documentary";1
"991";1988;125;46630000;6,8;"Comedy";1
"992";1972;114;NA;5,2;"Comedy";1
"993";1911;18;NA;5,2;"Drama";1
"994";1983;90;4000000;6,6;"Comedy";1
"995";1984;103;NA;6,1;"Comedy";1
"996";1984;103;NA;6,1;"Romance";1
"997";1967;108;NA;6,6;"Comedy";1
"998";1908;12;0;5,1;"Action";1
"999";1948;110;NA;6,7;"Romance";1
"1000";1999;89;17000000;5,5;"Comedy";1
"1001";1990;104;NA;5,2;"Action";1
"1002";1990;104;NA;5,2;"Comedy";1
"1003";1948;71;NA;5,9;"Drama";1
"1004";1970;92;NA;4,1;"Comedy";1
"1005";2000;5;NA;7,2;"Comedy";1
"1006";1993;108;6500000;5,9;"Drama";1
"1007";1939;91;NA;7,1;"Drama";1
"1008";1960;107;NA;6,1;"Drama";1
"1009";1949;68;NA;7,3;"Animation";1
"1010";1939;58;NA;5,7;"Drama";1
"1011";1961;70;7100;1,9;"Comedy";1
"1012";1944;130;NA;6,8;"Drama";1
"1013";1986;86;NA;7,1;"Animation";1
"1014";2002;95;100000000;3,9;"Action";1
"1015";2002;95;100000000;3,9;"Comedy";1
"1016";1935;9;NA;5,6;"Animation";1
"1017";1935;9;NA;5,6;"Comedy";1
"1018";1994;104;NA;7,2;"Comedy";1
"1019";1994;104;NA;7,2;"Drama";1
"1020";1955;100;NA;6;"Romance";1
"1021";1998;96;NA;2,8;"Comedy";1
"1022";1935;229;NA;4,6;"Action";1
"1023";1938;102;1900000;8,2;"Action";1
"1024";1938;102;1900000;8,2;"Romance";1
"1025";2000;88;76000000;4,3;"Animation";1
"1026";2000;88;76000000;4,3;"Comedy";1
"1027";1998;99;NA;6,5;"Comedy";1
"1028";1998;99;NA;6,5;"Drama";1
"1029";1943;265;NA;8,2;"Action";1
"1030";1978;88;NA;3,3;"Comedy";1
"1031";1977;96;NA;3,6;"Comedy";1
"1032";1943;64;NA;5,4;"Comedy";1
"1033";1976;89;NA;3,6;"Comedy";1
"1034";1986;87;NA;6;"Animation";1
"1035";1962;26;NA;8;"Animation";1
"1036";1962;26;NA;8;"Comedy";1
"1037";1975;100;NA;5,9;"Drama";1
"1038";1937;61;NA;6,7;"Comedy";1
"1039";2002;129;NA;6,7;"Drama";1
"1040";1999;90;NA;5,4;"Comedy";1
"1041";1999;90;NA;5,4;"Drama";1
"1042";1999;90;NA;5,4;"Romance";1
"1043";2002;21;NA;8,2;"Comedy";1
"1044";1933;62;NA;5,5;"Comedy";1
"1045";1933;62;NA;5,5;"Drama";1
"1046";1933;62;NA;5,5;"Romance";1
"1047";1962;142;NA;7,7;"Drama";1
"1048";1996;109;NA;5,8;"Drama";1
"1049";1999;90;NA;8,8;"Documentary";1
"1050";1984;9;NA;7,6;"Animation";1
"1051";1989;105;NA;3,2;"Action";1
"1052";1943;78;NA;5,9;"Drama";1
"1053";1910;4;NA;5,6;"Documentary";1
"1054";2004;152;NA;5,1;"Drama";1
"1055";2004;152;NA;5,1;"Romance";1
"1056";1952;98;NA;6,2;"Drama";1
"1057";2001;118;NA;6;"Drama";1
"1058";1995;95;NA;5,9;"Romance";1
"1059";1957;119;NA;7,2;"Drama";1
"1060";1957;119;NA;7,2;"Romance";1
"1061";1953;87;NA;5,8;"Comedy";1
"1062";1953;87;NA;5,8;"Drama";1
"1063";1953;87;NA;5,8;"Romance";1
"1064";1948;109;NA;7,2;"Drama";1
"1065";1978;24;NA;7,8;"Comedy";1
"1066";1973;105;NA;6,5;"Drama";1
"1067";1954;110;NA;7,5;"Drama";1
"1068";1955;103;NA;6,1;"Drama";1
"1069";1937;102;NA;7,1;"Drama";1
"1070";1994;96;NA;3;"Drama";1
"1071";1934;25;NA;6,8;"Comedy";1
"1072";1921;117;NA;6,7;"Comedy";1
"1073";1921;117;NA;6,7;"Drama";1
"1074";1938;68;NA;5,9;"Comedy";1
"1075";1937;56;NA;5,7;"Comedy";1
"1076";1937;56;NA;5,7;"Drama";1
"1077";1934;80;549370;5,8;"Comedy";1
"1078";1953;72;NA;5,9;"Comedy";1
"1079";1942;66;NA;6,5;"Comedy";1
"1080";1945;110;NA;6,4;"Comedy";1
"1081";2002;27;7000;8,3;"Documentary";1
"1082";1941;88;NA;5,7;"Comedy";1
"1083";1941;88;NA;5,7;"Romance";1
"1084";1990;87;NA;6,7;"Documentary";1
"1085";1904;3;NA;6,5;"Comedy";1
"1086";1976;100;NA;3,5;"Comedy";1
"1087";1996;45;NA;5,5;"Documentary";1
"1088";1997;114;6000000;6,9;"Drama";1
"1089";1989;90;NA;2,9;"Action";1
"1090";2002;60;NA;7,3;"Documentary";1
"1091";1989;90;NA;5,7;"Drama";1
"1092";1998;50;NA;5,2;"Drama";1
"1093";1975;92;NA;7,6;"Comedy";1
"1094";1975;92;NA;7,6;"Drama";1
"1095";2004;80;NA;7,1;"Drama";1
"1096";1991;91;NA;5,2;"Drama";1
"1097";1988;87;NA;3,7;"Romance";1
"1098";1949;82;NA;5,4;"Comedy";1
"1099";1930;75;NA;6,1;"Documentary";1
"1100";1930;75;NA;6,1;"Romance";1
"1101";1933;11;NA;6,8;"Comedy";1
"1102";1966;83;NA;6,3;"Documentary";1
"1103";1971;110;NA;6,6;"Documentary";1
"1104";1982;96;NA;3,3;"Documentary";1
"1105";1998;40;NA;7,6;"Documentary";1
"1106";1994;39;NA;7,3;"Documentary";1
"1107";1983;101;NA;6,2;"Comedy";1
"1108";1945;6;NA;6,4;"Animation";1
"1109";1945;6;NA;6,4;"Comedy";1
"1110";1955;75;NA;7,1;"Documentary";1
"1111";1951;105;NA;8,1;"Comedy";1
"1112";1951;105;NA;8,1;"Drama";1
"1113";1951;105;NA;8,1;"Romance";1
"1114";2003;17;NA;2;"Comedy";1
"1115";1990;105;NA;7,2;"Drama";1
"1116";2002;112;NA;5;"Action";1
"1117";2002;112;NA;5;"Drama";1
"1118";1993;88;NA;6;"Documentary";1
"1119";1968;100;NA;6;"Comedy";1
"1120";1947;97;NA;4,7;"Comedy";1
"1121";1947;97;NA;4,7;"Romance";1
"1122";1958;86;NA;5;"Drama";1
"1123";2003;66;NA;7,4;"Documentary";1
"1124";1991;105;NA;5,2;"Drama";1
"1125";2000;87;NA;6,9;"Drama";1
"1126";1942;102;NA;8,1;"Drama";1
"1127";1942;102;NA;8,1;"Romance";1
"1128";2000;37;NA;5,9;"Drama";1
"1129";2000;24;NA;7,3;"Drama";1
"1130";2003;27;NA;5,2;"Drama";1
"1131";1990;45;NA;6,3;"Drama";1
"1132";1999;100;NA;5,3;"Drama";1
"1133";1990;114;NA;6,3;"Drama";1
"1134";1985;104;NA;4,7;"Drama";1
"1135";1984;26;NA;6,5;"Drama";1
"1136";1985;96;4500000;7,4;"Comedy";1
"1137";1927;70;NA;8,7;"Drama";1
"1138";1943;64;NA;6,9;"Drama";1
"1139";1935;72;NA;6,3;"Drama";1
"1140";2002;94;NA;2,3;"Drama";1
"1141";1989;89;NA;4;"Drama";1
"1142";2000;90;NA;8,6;"Comedy";1
"1143";2000;96;5000000;4,5;"Comedy";1
"1144";2000;96;5000000;4,5;"Drama";1
"1145";2000;96;5000000;4,5;"Romance";1
"1146";1999;88;NA;7,6;"Documentary";1
"1147";1933;71;NA;5,4;"Drama";1
"1148";1933;71;NA;5,4;"Romance";1
"1149";2004;72;NA;6,8;"Drama";1
"1150";1935;60;NA;2,2;"Romance";1
"1151";2004;97;58000000;6;"Action";1
"1152";2004;97;58000000;6;"Comedy";1
"1153";1936;112;NA;7,5;"Comedy";1
"1154";1936;112;NA;7,5;"Romance";1
"1155";2004;15;NA;8,3;"Comedy";1
"1156";2003;100;NA;6;"Drama";1
"1157";2003;100;NA;6;"Romance";1
"1158";1997;113;NA;6,1;"Comedy";1
"1159";1997;113;NA;6,1;"Drama";1
"1160";1997;113;NA;6,1;"Romance";1
"1161";1978;7;NA;8,4;"Animation";1
"1162";2002;83;NA;4,7;"Action";1
"1163";2002;83;NA;4,7;"Drama";1
"1164";1982;81;NA;3,7;"Action";1
"1165";2001;74;NA;8,1;"Documentary";1
"1166";1980;80;NA;4,6;"Drama";1
"1167";1972;80;NA;6,8;"Documentary";1
"1168";2003;10;5000;6,3;"Comedy";1
"1169";1990;91;NA;3,5;"Action";1
"1170";2000;112;NA;7,4;"Drama";1
"1171";2000;112;NA;7,4;"Romance";1
"1172";1997;95;NA;6,7;"Comedy";1
"1173";1997;95;NA;6,7;"Drama";1
"1174";1997;95;NA;6,7;"Romance";1
"1175";1981;120;NA;4,7;"Drama";1
"1176";1952;83;NA;6,7;"Action";1
"1177";1952;83;NA;6,7;"Drama";1
"1178";1984;128;NA;5,6;"Drama";1
"1179";1984;128;NA;5,6;"Romance";1
"1180";2001;10;NA;5,8;"Documentary";1
"1181";1997;81;NA;3,7;"Action";1
"1182";2004;111;NA;5,2;"Drama";1
"1183";1948;96;NA;6,4;"Action";1
"1184";1948;96;NA;6,4;"Drama";1
"1185";1991;97;NA;8;"Drama";1
"1186";2000;86;NA;5;"Comedy";1
"1187";2000;86;NA;5;"Romance";1
"1188";1968;105;NA;6,7;"Drama";1
"1189";1968;95;NA;5,5;"Drama";1
"1190";1974;96;NA;5,3;"Comedy";1
"1191";1972;97;NA;5,9;"Comedy";1
"1192";1972;97;NA;5,9;"Romance";1
"1193";1971;92;NA;4,9;"Comedy";1
"1194";2004;120;NA;6,2;"Comedy";1
"1195";2004;120;NA;6,2;"Romance";1
"1196";1979;105;NA;5,7;"Drama";1
"1197";1991;90;NA;5,2;"Comedy";1
"1198";1991;90;NA;5,2;"Drama";1
"1199";1969;98;NA;6,3;"Comedy";1
"1200";1969;98;NA;6,3;"Drama";1
"1201";1932;63;NA;5,2;"Drama";1
"1202";1934;81;NA;5,7;"Drama";1
"1203";1934;81;NA;5,7;"Romance";1
"1204";1993;139;34000000;7,1;"Drama";1
"1205";1993;139;34000000;7,1;"Romance";1
"1206";1999;76;NA;5;"Action";1
"1207";1999;76;NA;5;"Drama";1
"1208";1980;98;NA;5;"Documentary";1
"1209";1980;94;NA;5,3;"Drama";1
"1210";1977;89;NA;4,7;"Comedy";1
"1211";1978;91;NA;4,6;"Comedy";1
"1212";2003;102;26000000;5,5;"Action";1
"1213";2003;102;26000000;5,5;"Comedy";1
"1214";2004;100;26000000;3,8;"Action";1
"1215";2004;100;26000000;3,8;"Comedy";1
"1216";2004;5;NA;5,3;"Drama";1
"1217";2002;78;NA;7,5;"Action";1
"1218";2002;78;NA;7,5;"Drama";1
"1219";1966;84;NA;2,4;"Action";1
"1220";1966;84;NA;2,4;"Drama";1
"1221";1972;97;NA;3,1;"Action";1
"1222";1972;97;NA;3,1;"Drama";1
"1223";1985;96;2500000;4,4;"Action";1
"1224";1963;110;NA;6,1;"Comedy";1
"1225";2004;109;NA;5,5;"Action";1
"1226";1983;88;NA;2,9;"Comedy";1
"1227";1991;88;NA;5,5;"Comedy";1
"1228";1933;73;NA;5,6;"Comedy";1
"1229";1933;73;NA;5,6;"Romance";1
"1230";1959;91;NA;4,3;"Action";1
"1231";1959;91;NA;4,3;"Drama";1
"1232";2002;115;NA;5,3;"Action";1
"1233";1982;92;NA;8,6;"Drama";1
"1234";1997;120;NA;6,8;"Drama";1
"1235";1997;120;NA;6,8;"Romance";1
"1236";1972;82;NA;5,2;"Drama";1
"1237";1990;174;NA;8,4;"Action";1
"1238";1990;174;NA;8,4;"Drama";1
"1239";1995;106;NA;7,4;"Drama";1
"1240";1995;106;NA;7,4;"Romance";1
"1241";1999;92;NA;6;"Comedy";1
"1242";1999;92;NA;6;"Drama";1
"1243";1985;98;NA;6,4;"Drama";1
"1244";1988;146;NA;7,8;"Action";1
"1245";2002;126;NA;4,6;"Drama";1
"1246";1981;148;NA;6,3;"Drama";1
"1247";1965;138;NA;6,6;"Drama";1
"1248";1966;83;NA;3,4;"Drama";1
