"";"year";"length";"budget";"rating";"Action";"Animation";"Comedy";"Drama";"Documentary";"Romance"
"518";1985;96;NA;4,7;0;0;0;1;0;0
"519";1994;95;NA;6,6;0;0;0;1;0;0
"520";1950;102;NA;7;0;0;0;1;0;0
"521";1972;93;NA;3,3;1;0;0;1;0;0
"522";2003;15;NA;7;0;0;0;0;0;0
"523";2004;100;1600000;6;1;0;0;1;0;0
"524";2000;17;NA;3,9;0;0;0;0;0;0
"525";2000;85;NA;6,6;0;0;1;0;0;0
"526";1985;4;NA;7,9;0;1;0;0;0;0
"527";1969;25;NA;6,2;0;0;0;0;1;0
"528";1956;75;NA;6,3;0;0;0;0;0;0
"529";1964;123;NA;5,3;0;0;0;1;0;0
"530";2003;72;NA;7;0;0;0;0;1;0
"531";1958;88;650000;6,9;1;0;0;0;0;0
"532";1950;7;NA;7,4;0;1;1;0;0;0
"533";1997;94;NA;4,8;0;0;1;0;0;0
"534";2002;110;41000000;6,8;0;0;0;1;0;0
"535";1986;115;NA;4,9;1;0;0;0;0;0
"536";1994;105;NA;5,9;0;0;0;1;0;0
"537";2002;111;NA;7,1;0;0;1;0;0;0
"538";1981;77;NA;5,8;0;0;1;0;0;0
"539";1993;84;NA;6,9;0;0;0;0;0;0
"540";1969;107;NA;5,1;0;0;0;1;0;0
"541";2003;9;10000;8,3;0;0;1;0;0;0
"542";1963;113;NA;5,5;0;0;0;1;0;0
"543";1979;82;NA;5,1;0;0;0;0;0;0
"544";1994;110;NA;4,7;0;0;0;0;0;0
"545";2002;124;NA;6,5;0;0;1;0;0;0
"546";1987;100;NA;7,3;0;0;0;1;0;1
"547";1989;95;NA;6,9;0;0;0;0;0;0
"548";2003;119;NA;4,1;0;0;0;0;0;0
"549";1994;12;NA;7,8;0;0;0;0;1;0
"550";1999;123;40000000;5,9;0;0;0;0;0;0
"551";1997;7;NA;3,7;0;0;0;0;0;0
"552";2002;100;NA;6,2;0;0;0;0;0;1
"553";2004;71;NA;5,2;0;0;0;1;0;1
"554";2003;120;NA;7,5;0;0;0;1;0;0
"555";1961;120;NA;7,8;0;0;0;1;0;0
"556";1977;101;NA;6,7;0;0;0;1;0;0
"557";1964;3;NA;8,2;0;0;0;0;0;0
"558";2005;14;4000;9,1;0;0;0;0;0;0
"559";1956;6;NA;7,1;0;1;0;0;0;0
"560";1985;100;NA;5,8;0;0;0;0;0;0
"561";2001;75;NA;7,4;0;0;0;0;1;0
"562";2001;72;NA;5,1;0;0;0;0;1;0
"563";1990;29;NA;7,1;0;0;0;0;1;0
"564";1959;90;NA;4,5;0;0;1;0;0;0
"565";1951;88;NA;3,6;0;0;1;0;0;0
"566";1977;101;NA;2,3;0;0;1;0;0;0
"567";1992;100;NA;5,9;1;0;1;0;0;1
"568";1975;93;NA;5,9;0;0;1;1;0;0
"569";1998;90;NA;6,3;1;0;0;0;0;0
"570";1991;93;NA;5,7;0;0;0;0;0;0
"571";1997;90;NA;4,7;0;0;1;0;0;0
"572";1989;100;NA;3,6;0;0;0;0;0;0
"573";1991;93;NA;2,9;0;0;0;0;0;0
"574";1997;42;NA;1,8;0;0;1;0;0;1
"575";2002;79;NA;6,1;0;0;0;1;0;0
"576";1953;83;NA;7;0;0;0;1;0;0
"577";1998;13;NA;4;0;0;0;1;0;0
"578";1969;108;NA;5,6;1;0;0;1;0;0
"579";1997;106;NA;6,3;0;0;0;0;0;0
"580";1967;104;NA;7,1;0;0;1;1;0;0
"581";2002;103;NA;5,8;0;0;0;0;0;0
"582";2004;13;12000;7,1;0;0;0;0;0;0
"583";2000;10;NA;6,7;0;0;1;0;0;1
"584";1998;136;NA;5,1;0;0;0;0;1;0
"585";2002;60;NA;2,3;0;0;0;0;1;0
"586";1996;17;NA;5,6;0;0;0;1;0;0
"587";2004;104;NA;5,2;0;0;1;0;0;0
"588";1965;84;NA;6,1;1;0;0;0;0;0
"589";1991;144;NA;6,2;0;0;0;1;0;0
"590";1980;90;NA;7;0;0;0;0;0;0
"591";1991;94;NA;7,5;0;0;0;1;0;0
"592";1932;8;NA;6,3;0;1;1;0;0;0
"593";1953;14;NA;6,1;0;0;0;1;0;0
"594";1989;161;NA;3,9;0;0;1;0;0;0
"595";1961;104;NA;5,9;0;0;1;0;0;0
"596";2002;98;NA;5,3;0;0;1;0;0;0
"597";1967;99;NA;6,4;0;0;0;1;0;0
"598";1997;92;NA;4,7;0;0;0;0;0;0
"599";1969;88;NA;4,9;0;0;0;0;0;0
"600";1961;102;NA;7,3;0;0;0;1;0;0
"601";1986;115;NA;6,6;0;0;0;0;1;0
"602";2000;87;NA;5,6;0;0;1;0;0;0
"603";1999;90;NA;5,9;0;0;0;1;0;0
"604";1980;90;NA;5,3;0;0;1;0;0;0
"605";1998;98;NA;7,3;0;0;0;1;0;1
"606";1975;100;NA;5,6;0;0;1;1;0;0
"607";2002;96;NA;6,3;0;0;1;0;0;0
"608";2000;89;NA;3,6;0;0;1;0;0;0
"609";1988;93;NA;7,4;0;0;0;1;0;0
"610";1996;94;NA;3,5;0;0;1;0;0;0
"611";1997;95;NA;2,7;0;0;1;0;0;0
"612";1963;86;NA;5,8;0;0;0;0;0;0
"613";1996;87;NA;6,7;0;0;0;0;0;0
"614";1984;102;NA;4,5;0;0;1;0;0;0
"615";1977;104;NA;6,7;0;0;0;1;0;0
"616";1972;188;NA;8,6;1;0;0;0;0;0
"617";2002;90;NA;6,3;0;0;0;0;0;1
"618";1997;90;NA;6,3;0;0;0;1;0;0
"619";1939;17;NA;8;0;0;1;0;0;0
"620";1942;68;NA;5,6;0;0;1;0;0;0
"621";1966;6;NA;6;0;1;1;0;0;0
"622";1938;8;NA;5,6;0;1;1;0;0;0
"623";1948;7;NA;7,9;0;1;1;0;0;0
"624";1966;6;NA;5;0;1;1;0;0;0
"625";1990;114;NA;6,3;0;0;0;0;0;0
"626";2003;115;NA;3,8;0;0;1;0;0;0
"627";1966;82;NA;1,2;1;0;0;0;0;0
"628";1988;98;NA;5,9;0;0;1;0;0;0
"629";1985;71;NA;7,7;0;0;0;0;1;0
"630";2002;90;NA;5,5;0;0;1;0;0;0
"631";1995;65;NA;8,2;0;0;0;0;1;0
"632";2003;13;8000;5,9;0;0;0;0;0;0
"633";1994;98;NA;4,3;0;0;0;0;0;0
"634";1988;80;NA;6,1;0;0;0;0;0;0
"635";1918;5;NA;5,3;0;1;1;0;0;0
"636";1970;85;NA;5,7;0;0;0;0;1;0
"637";2004;86;NA;6;0;0;1;0;0;0
"638";2001;131;NA;8,8;0;0;0;0;0;0
"639";1977;96;NA;6,1;0;0;0;0;1;0
"640";2001;83;NA;6,5;0;0;0;0;1;0
"641";1978;85;NA;3,7;0;0;1;0;1;0
"642";2001;5;NA;3,3;0;1;0;0;0;0
"643";1975;20;NA;6,6;0;0;0;0;1;0
"644";1999;105;200000;5,4;0;0;0;1;0;0
"645";1980;95;NA;8,5;0;0;0;0;0;0
"646";1998;60;NA;4;0;0;0;0;1;0
"647";2002;123;NA;6;0;0;0;1;0;0
"648";2004;102;45000000;5,4;1;0;0;0;0;0
"649";1999;178;NA;5,5;0;0;0;1;0;1
"650";1973;148;NA;8,1;0;0;0;0;0;1
"651";1993;155;NA;8,4;0;0;1;0;0;0
"652";1989;75;NA;5,4;0;0;0;0;0;0
"653";1968;175;NA;8,2;0;0;0;0;0;1
"654";1948;138;NA;6,5;0;0;0;0;0;1
"655";1953;150;NA;6,7;0;0;0;1;0;1
"656";1986;164;NA;8,2;1;0;0;0;0;0
"657";1980;144;NA;7,9;0;0;0;0;0;0
"658";2004;92;NA;6,8;0;0;1;0;0;0
"659";2001;150;NA;5,2;0;0;1;0;0;0
"660";1952;101;NA;7,1;0;0;0;0;0;1
"661";2004;149;NA;4,8;1;0;0;1;0;0
"662";1975;133;NA;7;0;0;0;1;0;0
"663";1993;170;NA;5,4;0;0;1;0;0;0
"664";2002;165;NA;6,8;0;0;1;1;0;0
"665";1986;144;NA;7,3;0;0;0;1;0;0
"666";1999;26;NA;6,2;0;0;0;1;0;0
"667";1974;153;NA;6,6;0;0;0;1;0;1
"668";1992;173;NA;9,2;0;0;0;1;0;0
"669";1994;55;NA;5;0;0;0;1;0;0
"670";1954;146;NA;7,2;0;0;0;0;0;1
"671";1984;74;NA;2,2;0;0;0;1;0;0
"672";1999;96;NA;5,6;0;0;0;1;0;0
"673";1975;99;NA;5,7;0;0;0;1;0;1
"674";1952;95;NA;5,3;0;0;0;0;0;0
"675";2001;160;NA;3,7;1;0;1;1;0;0
"676";1990;152;NA;5,6;0;0;0;1;0;1
"677";1968;146;NA;8,6;0;0;0;1;0;0
"678";1994;155;NA;8,6;1;0;0;0;0;0
"679";1999;93;NA;7,1;1;0;0;1;0;0
"680";2001;95;NA;5,9;1;0;0;0;0;0
"681";1997;81;NA;7,1;1;0;0;1;0;0
"682";2000;82;NA;4,4;0;0;0;0;0;0
"683";2001;90;NA;7,9;0;0;1;0;0;0
"684";1976;82;NA;4,6;0;0;0;0;0;0
"685";1994;128;NA;2,7;0;0;0;0;0;0
"686";1995;115;NA;5,6;0;0;0;0;0;0
"687";2003;90;NA;6,2;0;0;1;1;0;0
"688";2002;99;25000000;4,7;0;0;0;1;0;0
"689";1945;103;NA;6,2;0;0;0;1;0;0
"690";1949;78;NA;6,3;0;0;0;0;0;0
"691";2003;123;NA;5,5;0;0;0;1;0;0
"692";1965;92;NA;5,5;0;0;0;1;0;0
"693";1988;95;NA;5,5;0;0;1;1;0;0
"694";1989;85;NA;2,2;0;0;1;1;0;0
"695";1991;88;NA;2,1;0;0;0;1;0;0
"696";1946;90;NA;7;0;0;0;1;0;0
"697";1998;80;NA;3,9;0;0;1;0;0;0
"698";1953;81;754000;5,2;0;0;1;0;0;0
"699";1952;75;450000;5,3;0;0;1;0;0;0
"700";1953;80;NA;6;0;0;1;0;0;0
"701";1951;86;NA;6,2;0;0;1;0;0;0
"702";1955;85;NA;5,7;0;0;1;0;0;0
"703";1949;88;NA;6;0;0;1;0;0;0
"704";1955;83;NA;5,7;0;0;1;0;0;0
"705";1945;85;NA;5,7;0;0;1;0;0;0
"706";1950;85;NA;5,7;0;0;1;0;0;0
"707";1991;96;NA;5;0;0;1;0;0;0
"708";1993;105;NA;4,2;0;0;0;0;0;0
"709";1996;95;NA;5,8;0;0;1;0;0;0
"710";1974;89;400000;5,9;0;0;0;0;0;0
"711";2003;79;1500;3,5;0;0;0;0;0;0
"712";1974;103;NA;5,7;0;0;0;1;0;0
"713";1986;87;NA;4,9;0;0;0;1;0;0
"714";1994;2;NA;3,2;0;1;0;0;0;0
"715";1994;92;NA;3,1;1;0;0;0;0;0
"716";1975;95;NA;4,4;0;0;0;1;0;0
"717";2002;96;NA;6,2;0;0;1;1;0;1
"718";1984;144;NA;9,1;0;0;1;0;0;0
"719";1957;80;NA;3,9;0;0;0;0;0;0
"720";1972;91;NA;4;1;0;0;1;0;0
"721";1955;103;NA;4,5;0;0;1;0;0;0
"722";1991;89;NA;5,9;0;0;1;0;0;0
"723";1940;110;NA;7,6;0;0;0;1;0;0
"724";1978;54;NA;1,6;0;0;0;0;0;0
"725";2000;15;NA;5;0;0;0;0;0;0
"726";1986;100;NA;7,9;0;0;1;0;0;0
"727";2003;85;NA;6,5;0;0;0;0;1;0
"728";2005;82;NA;7,8;0;0;0;0;1;0
"729";1999;146;NA;5;0;0;0;0;0;0
"730";1961;90;NA;3;0;0;1;0;0;0
"731";1926;66;NA;8,4;0;1;0;0;0;1
"732";1965;158;NA;8,3;0;0;0;1;0;1
"733";1973;83;NA;3;0;0;0;0;0;0
"734";1997;113;NA;3,2;0;0;0;0;0;0
"735";2000;106;6500000;7,3;0;0;0;1;0;0
"736";1997;93;NA;4,8;0;0;0;0;0;0
"737";1978;97;NA;4,6;0;0;1;0;0;0
"738";2004;86;NA;4,5;1;0;1;0;0;0
"739";1993;55;NA;6,7;0;0;1;0;0;1
"740";1962;150;NA;6,3;0;0;0;1;0;0
"741";1946;96;NA;3,2;0;0;1;1;0;0
"742";1999;104;NA;4,9;0;0;0;1;0;0
"743";1946;89;NA;6,4;0;0;0;0;0;0
"744";1984;105;NA;4,4;0;0;0;0;0;0
"745";1993;87;NA;5;0;0;0;0;0;0
"746";2003;109;NA;6,6;0;0;0;1;0;1
"747";2001;97;NA;3,6;1;0;0;1;0;0
"748";2004;87;30000;6,2;0;0;0;1;0;0
"749";2003;13;6800;9,4;0;0;0;1;0;0
"750";1994;117;NA;1,7;0;0;0;0;0;0
"751";1971;94;NA;6,7;0;0;0;0;0;0
"752";1961;7;NA;6,9;0;1;1;0;0;0
"753";1957;85;NA;6;0;0;0;0;0;0
"754";1963;86;NA;3,8;0;0;0;0;0;0
"755";1986;100;NA;2,4;0;0;0;0;0;0
"756";1996;100;NA;8,4;0;0;0;1;0;0
"757";2002;84;NA;6,5;0;0;0;1;0;0
"758";2000;105;NA;6,4;0;0;1;0;0;1
"759";1952;94;NA;5;0;0;1;0;0;0
"760";1986;113;NA;5,9;0;0;1;1;0;1
"761";1954;104;NA;6,5;0;0;0;1;0;1
"762";2002;125;30000000;7,3;0;0;1;1;0;0
"763";2002;101;27000000;7,5;0;0;1;1;0;0
"764";2001;9;NA;7,6;0;0;0;0;0;0
"765";1998;85;NA;5;0;0;0;1;0;0
"766";1943;90;NA;6,6;0;0;0;1;0;0
"767";1995;95;NA;6,4;0;0;0;1;0;0
"768";2000;92;NA;5,8;0;0;0;1;0;0
"769";1955;92;NA;6,7;0;0;0;1;0;0
"770";1952;122;NA;6,6;1;0;0;1;0;0
"771";2001;91;NA;4,3;0;0;0;1;0;1
"772";1999;9;NA;6,5;0;0;1;0;0;0
"773";1988;93;NA;5,2;1;0;0;1;0;0
"774";1994;96;NA;5,8;0;0;0;1;0;0
"775";1993;78;NA;6,8;0;0;0;0;0;0
"776";2001;81;NA;6,3;0;1;0;0;0;0
"777";1930;97;NA;5,6;0;0;0;1;0;0
"778";1990;95;NA;9;0;0;0;1;0;0
"779";1991;90;NA;3,3;1;0;0;0;0;0
"780";2004;100;NA;7,4;0;0;1;0;0;0
"781";1997;117;NA;7,8;0;0;0;1;0;1
"782";1944;80;NA;5,8;0;0;1;0;0;0
"783";1930;80;15000;6,7;0;0;0;0;0;0
"784";1989;92;NA;4,5;0;0;0;0;0;0
"785";1959;99;NA;5,8;0;0;0;0;0;0
"786";1966;88;NA;7,8;0;0;1;0;0;0
"787";1934;87;NA;6,4;0;0;0;0;0;0
"788";2004;94;NA;7,5;0;0;0;0;0;0
"789";1981;116;NA;6,8;0;0;0;1;0;1
"790";1993;112;NA;6,2;0;0;0;0;0;0
"791";1961;97;NA;6,5;0;0;1;0;0;0
"792";1992;95;NA;5,3;0;0;0;1;0;1
"793";1977;7;NA;7,6;0;0;1;0;0;0
"794";2003;96;8000000;4,1;1;0;0;0;0;0
"795";2001;105;NA;4,9;0;0;1;0;0;0
"796";2004;94;NA;6,4;0;0;0;0;0;0
"797";2001;80;NA;6,3;0;0;0;0;1;0
"798";1957;95;NA;6,1;0;0;1;0;0;0
"799";1986;108;NA;5,3;0;0;0;0;0;0
"800";1997;91;NA;6,2;1;0;0;0;0;0
"801";1999;72;NA;7,6;1;0;1;1;0;1
"802";1997;121;50000000;6,4;0;0;0;1;0;0
"803";1936;70;NA;5,5;0;0;0;1;0;0
"804";1991;87;NA;7,8;0;0;0;0;1;0
"805";1978;95;NA;5,5;0;0;0;0;0;0
"806";2001;23;13000;1,6;0;0;0;0;0;0
"807";1997;13;NA;5,4;0;0;1;1;0;0
"808";1973;88;NA;8;0;0;0;1;0;0
"809";1999;15;NA;5,3;0;0;0;1;0;0
"810";1994;30;NA;4,5;0;0;0;0;1;0
"811";1969;90;NA;3,9;0;0;1;0;0;0
"812";1973;90;NA;3,5;0;0;1;0;0;0
"813";1998;147;NA;7,7;0;0;0;1;0;0
"814";1938;88;NA;6,1;0;0;0;1;0;0
"815";1983;94;NA;6,8;0;0;0;1;0;0
"816";1947;7;NA;5,2;0;1;1;0;0;0
"817";2000;104;NA;5,7;0;0;1;1;0;0
"818";1999;107;NA;6,1;0;0;0;1;0;0
"819";1928;107;NA;8,2;0;0;0;0;0;0
"820";2003;102;NA;7,2;0;0;0;0;1;0
"821";1989;171;69500000;7,4;1;0;0;1;0;0
"822";1997;90;NA;8,9;0;0;0;0;0;0
"823";1971;75;NA;6;0;0;0;0;1;0
"824";1978;105;NA;4;0;0;0;0;0;0
"825";1983;88;NA;4,7;0;0;1;0;0;0
"826";1954;105;NA;6,2;0;0;1;0;0;0
"827";1955;95;NA;6,1;0;0;0;1;0;0
"828";1961;120;NA;7,6;0;0;0;1;0;0
"829";1999;86;NA;6,3;0;0;0;0;0;0
"830";1935;77;NA;5,1;0;0;1;0;0;1
"831";1983;100;NA;5,7;0;0;0;0;0;0
"832";1984;88;NA;3,4;0;0;0;0;0;0
"833";1997;95;NA;3,8;0;0;0;0;0;0
"834";1967;105;600000;7,1;0;0;0;1;0;0
"835";1985;121;NA;6,5;0;0;0;0;0;0
"836";1988;121;NA;6,7;0;0;0;1;0;1
"837";1988;86;NA;4,9;0;0;0;0;0;0
"838";2000;15;NA;6,6;0;0;0;0;0;0
"839";1938;62;NA;4,6;0;0;0;1;0;0
"840";1992;111;NA;6,9;0;0;0;1;0;0
"841";2001;95;NA;4,1;0;0;1;0;0;1
"842";2004;87;NA;7,4;0;0;0;0;1;0
"843";1957;59;NA;5,1;0;0;0;0;0;0
"844";1989;100;NA;6,3;0;0;0;0;0;0
"845";1999;50;5000;6,3;1;0;0;0;0;0
"846";2001;35;NA;7,5;0;0;1;0;0;0
"847";2000;18;NA;8,5;0;0;0;0;1;0
"848";1996;17;NA;9;0;0;0;0;1;0
"849";1956;74;NA;5,6;0;0;0;0;0;0
"850";1949;101;NA;6,9;0;0;0;1;0;0
"851";1988;111;NA;7,1;0;0;0;1;0;0
"852";1936;255;NA;6,9;1;0;0;0;0;0
"853";1973;89;NA;5,7;0;0;0;1;0;0
"854";1976;92;NA;4,7;0;0;1;1;0;0
"855";1994;86;12000000;6,2;0;0;1;0;0;0
"856";1995;90;30000000;4,9;0;0;1;0;0;0
"857";1951;111;1821052;7,9;0;0;0;1;0;0
"858";1933;76;NA;5,8;0;0;0;1;0;0
"859";1921;75;NA;6,7;0;0;0;1;0;1
"860";1976;114;NA;6,2;1;0;0;1;0;0
"861";1936;63;NA;6,1;0;0;0;0;0;0
"862";1936;62;NA;6,3;0;0;0;0;0;0
"863";1992;98;NA;3,2;1;0;0;0;0;0
"864";1961;90;NA;4,9;0;0;1;0;0;0
"865";1994;50;NA;7,3;0;0;0;1;0;0
"866";1981;85;NA;5,1;0;0;1;0;0;0
"867";1974;73;NA;4;0;0;1;0;0;0
"868";1941;18;NA;8,1;0;0;1;0;0;0
"869";1996;11;NA;8;0;0;0;0;0;0
"870";2000;90;NA;4,4;0;0;1;0;0;1
"871";1990;99;NA;6,3;0;0;0;0;0;0
"872";1994;93;NA;3,2;0;0;0;0;0;0
"873";1951;90;NA;5,1;0;0;0;1;0;0
"874";2003;92;NA;4,9;0;0;1;0;0;1
"875";1968;65;NA;3,3;0;0;0;1;0;0
"876";1998;111;NA;5,8;0;0;0;1;0;0
"877";2005;72;NA;7,1;0;0;1;0;0;0
"878";2001;20;NA;7,6;0;0;0;0;0;0
"879";1984;90;NA;1,5;0;0;0;0;0;0
"880";1983;109;NA;6,1;0;0;0;0;0;0
"881";2003;94;NA;7,9;0;0;0;0;0;0
"882";2003;103;NA;3,9;0;0;0;1;0;0
"883";1971;94;NA;4,8;1;0;0;0;0;0
"884";1996;108;NA;4,6;0;0;0;0;0;0
"885";1976;101;NA;6,6;0;0;0;0;0;0
"886";1997;123;NA;6,4;0;0;0;0;0;0
"887";1946;8;NA;7,2;0;1;1;0;0;0
"888";1995;125;NA;6,7;0;0;0;1;0;0
"889";1972;102;NA;6,6;0;0;0;1;0;0
"890";1973;90;NA;7,3;0;0;0;0;1;0
"891";2003;54;NA;7,3;0;0;0;0;1;0
"892";1950;55;NA;7,3;0;0;0;0;0;0
"893";1957;103;NA;6,9;0;0;0;1;0;0
"894";1976;100;NA;6;0;0;0;0;0;0
"895";2000;99;NA;5,6;0;0;0;1;0;0
"896";1995;88;NA;4,3;0;0;1;1;0;1
"897";1942;97;NA;6,6;0;0;0;0;0;1
"898";1949;56;NA;6;0;0;0;0;0;0
"899";1995;51;NA;6,3;0;0;0;1;0;0
"900";1941;59;NA;5,1;0;0;0;0;0;0
"901";1991;100;NA;5,4;0;0;0;1;0;0
"902";1951;78;5000000;6,1;0;0;0;0;0;0
"903";1928;86;290000;6,4;0;0;0;1;0;0
"904";1963;110;NA;5,4;0;0;0;1;0;0
"905";1949;13;NA;2,5;0;0;0;1;0;0
"906";1948;91;NA;7,4;0;0;0;1;0;0
"907";1988;101;NA;4,2;1;0;0;0;0;0
"908";1971;32;NA;6,9;0;0;0;0;1;0
"909";1948;82;NA;7,4;0;0;0;1;0;0
"910";1998;94;NA;3,5;1;0;0;0;0;0
"911";1970;103;NA;5,9;0;0;0;1;0;0
"912";1982;94;NA;5,5;0;0;0;0;0;0
"913";2005;8;NA;8,2;0;0;0;0;0;0
"914";1986;240;NA;7,3;0;0;0;0;1;0
"915";1976;110;NA;5,7;0;0;0;1;0;0
"916";1974;6;NA;6,5;0;1;0;0;0;0
"917";2001;90;NA;6,2;0;0;0;0;0;0
"918";2000;103;NA;5,1;0;0;1;0;0;0
"919";1980;121;NA;4;0;0;0;1;0;0
"920";1988;96;NA;4,4;1;0;1;0;0;0
"921";1997;5;NA;2,8;0;1;1;0;0;0
"922";1989;10;NA;5,7;1;0;0;0;0;0
"923";1964;6;NA;6,6;0;0;0;0;1;0
"924";1989;89;NA;5;1;0;0;0;0;0
"925";1983;15;NA;8,7;1;0;0;0;0;0
"926";1937;83;NA;5,6;0;0;0;1;0;0
"927";1944;72;NA;6,2;0;0;0;1;0;0
"928";1943;126;NA;6,8;0;0;0;1;0;1
"929";1957;93;NA;4,9;1;0;0;1;0;0
"930";1974;87;NA;8,6;0;0;0;0;1;0
"931";1999;99;NA;3;1;0;0;0;0;0
"932";1963;94;NA;5,1;0;0;0;1;0;0
"933";1952;82;NA;5,8;0;0;1;1;0;0
"934";2003;60;30000;3,2;0;0;0;0;1;0
"935";2003;91;NA;5,6;0;0;1;0;0;0
"936";1953;90;NA;6,6;0;0;1;1;0;0
"937";1997;90;NA;5,8;0;0;0;0;0;0
"938";1997;90;3000000;4,6;1;0;0;0;0;0
"939";2001;94;NA;6,2;0;0;0;1;0;0
"940";1993;98;NA;6,1;0;0;0;1;0;0
"941";1997;57;NA;4,4;0;0;0;0;1;0
"942";1967;114;NA;6,5;0;0;0;0;0;0
"943";1982;102;NA;7,2;0;0;1;0;0;0
"944";1961;109;NA;6,6;0;0;0;1;0;0
"945";2002;112;NA;7,1;0;0;0;1;0;1
"946";1987;118;NA;7,1;0;0;0;1;0;0
"947";2000;7;NA;6,9;0;1;0;1;0;0
"948";1991;6;NA;6,8;0;1;0;0;0;0
"949";1997;4;NA;7;0;1;0;0;0;0
"950";1997;104;NA;6,6;0;0;1;1;0;1
"951";2003;99;NA;6,6;0;0;1;0;0;1
"952";2004;90;NA;3,4;0;0;0;0;0;0
"953";2004;83;NA;6,8;0;0;1;1;0;0
"954";1941;81;488000;6,2;0;0;0;1;0;1
"955";1949;70;NA;5,8;0;0;1;0;0;0
"956";1927;70;NA;1,8;0;0;1;0;0;0
"957";1970;100;NA;5,8;0;0;0;1;0;0
"958";1995;106;NA;6,1;0;0;1;1;0;0
"959";1953;96;NA;7,2;0;0;0;0;0;0
"960";1949;101;NA;7,6;0;0;1;0;0;1
"961";1970;116;NA;5,8;0;0;0;1;0;0
"962";1947;48;NA;9,4;0;0;0;0;1;0
"963";1983;91;NA;2,5;0;0;0;0;0;1
"964";1994;89;NA;7,2;0;0;1;0;0;1
"965";1966;79;NA;4,5;0;0;1;0;0;0
"966";2002;114;19000000;7,9;0;0;1;1;0;0
"967";1981;165;NA;9,6;0;0;0;0;0;0
"968";1993;94;NA;6,1;0;0;1;0;0;0
"969";1991;99;38000000;6,4;0;0;1;0;0;0
"970";1988;87;NA;5,8;0;0;0;0;0;0
"971";1997;100;NA;6;0;0;1;0;0;1
"972";1998;74;NA;4,5;0;0;0;0;0;0
"973";2003;115;NA;6,9;0;0;0;0;0;0
"974";1995;82;NA;5,8;0;0;0;1;0;0
"975";1969;100;NA;5,6;0;0;1;1;0;0
"976";1942;95;NA;7,8;0;0;0;0;0;0
"977";1978;91;NA;5,9;0;0;0;0;1;0
"978";1971;103;NA;5,8;0;0;0;1;0;0
"979";1971;91;NA;5,2;0;0;0;1;0;0
"980";1984;85;NA;6;0;0;0;1;0;0
"981";1944;75;NA;6,2;0;0;0;1;0;0
"982";1997;92;NA;4,9;0;0;0;0;0;0
"983";1957;2;NA;7,8;0;0;0;0;0;0
"984";1987;88;NA;2,9;0;0;0;0;0;0
"985";2000;103;NA;6,4;0;0;0;0;0;0
"986";1977;32;NA;5,3;0;0;0;1;0;0
"987";1963;105;NA;7,8;0;0;0;0;0;0
"988";1969;99;NA;6,1;0;0;0;0;0;0
"989";1982;90;NA;6,4;0;0;0;0;0;0
"990";1994;93;NA;6,7;0;0;0;1;0;0
"991";1996;85;NA;6,3;0;0;0;1;0;0
"992";1983;130;NA;6,6;0;0;0;1;0;0
"993";1985;90;NA;6,9;0;0;0;1;0;0
"994";2003;124;NA;8;0;0;0;0;0;0
"995";2001;91;NA;5,2;0;0;0;0;0;0
"996";1985;115;NA;6,4;0;0;0;1;0;0
"997";1962;106;NA;7,7;0;0;0;1;0;0
"998";1985;94;NA;5,6;0;0;0;0;0;0
"999";1988;92;NA;3,7;0;0;0;0;0;0
"1000";1968;115;NA;6;1;0;0;0;0;0
"1001";2003;85;NA;6,6;0;0;0;0;0;0
"1002";1997;135;NA;4,8;0;0;0;0;0;0
"1003";1999;118;NA;6,5;0;0;1;1;0;0
"1004";1975;91;NA;7,2;0;0;0;1;0;0
"1005";1989;88;NA;8,6;0;0;0;0;0;0
"1006";1991;102;NA;6,9;0;0;0;1;0;0
"1007";1957;94;NA;6,3;0;0;1;0;0;0
"1008";1897;1;NA;4,4;0;0;0;0;1;0
"1009";1899;1;NA;4,1;0;0;0;0;1;0
"1010";1953;108;NA;5,9;0;0;0;1;0;0
"1011";1950;87;NA;5,4;0;0;1;0;0;1
"1012";1932;7;NA;7,4;0;1;0;0;0;0
"1013";1999;4;NA;5;0;0;0;0;0;0
"1014";1979;90;NA;5,6;0;0;0;1;0;0
"1015";1985;90;NA;5,4;0;0;0;0;0;0
"1016";1975;105;NA;4;0;0;0;1;0;0
"1017";1937;87;NA;3,9;0;0;1;0;0;0
"1018";1972;102;NA;5,2;0;0;1;0;0;0
"1019";1938;8;NA;6,6;0;0;0;0;0;0
"1020";1952;84;NA;4;0;0;1;0;0;0
"1021";1977;88;NA;6,6;0;0;0;1;0;0
"1022";2002;100;NA;5,4;0;0;0;1;0;0
"1023";1933;88;NA;6,1;0;0;1;0;0;1
"1024";1962;105;NA;6;0;0;1;0;0;0
"1025";1992;108;NA;5,5;0;0;1;0;0;0
"1026";1996;16;NA;4,5;0;0;0;1;0;0
"1027";1999;112;NA;7,3;0;0;1;0;0;0
"1028";1996;95;NA;5,7;0;0;0;1;0;0
"1029";1996;88;NA;3,5;1;0;0;0;0;0
"1030";2000;97;NA;5,8;1;0;0;0;0;0
"1031";2002;40;NA;8,4;0;0;0;0;1;0
"1032";1998;15;NA;4,9;0;0;0;0;0;0
"1033";2000;10;NA;5,3;0;0;0;0;0;0
"1034";1960;128;NA;7,2;0;0;1;1;0;0
"1035";1972;75;NA;3,5;0;0;0;0;0;0
